,segment_number,id,segment_len,text,mentions,labels
744,5,23512563582796,100,"机会,但是摆在云从科技面前的发展难题,依然让投资者缺乏信心。首先,通过其年报不难看出,云从科技的营收、净利润正在大幅下滑。据其财报数据显示:2022年,云从科技实现营业收入5.26亿元,同比下降51.","[{'mention': '云从科技', 'offset': '543,547'}, {'mention': '云从科技', 'offset': '576,580'}]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
745,6,23512563582796,100,"06%;实现归属于上市公司股东的净亏损为8.69亿元,较2021年同期的6.32亿元的亏损扩大37.46%。事实上,云从科技早已陷入亏损的泥潭。根据其招股书,2019年至2021年,云从科技的净亏损分","[{'mention': '云从科技', 'offset': '691,695'}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]"
746,7,23512563582796,100,"别为7.01亿元、8.67亿元和7.53亿元,净亏损累计高达23.21亿元。其次,2022年不尽理想的财报数据,是其多条业务线均不理想之时,求和加总的表现。而下分到不同的行业场景,每个业务板块,基本都",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
747,8,23512563582796,100,"处于大幅下滑的态势。例如,2022年其智慧治理实现营收4.21亿元,同比降低51.3%;智慧金融营收0.78亿元,同比降低42.54%;智慧出行营收0.14亿元,同比下降55.35%;智慧商业营收94",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
748,9,23512563582796,100,"8.42万元,同比下降43.71%;泛ai或其他领域的营收为285.61万元,同比下降87.22%。再次,更为致命的是,在其营收下降的同时,除智慧金融外,各场景产品的毛利率也出现不同程度地下滑。因此,",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
749,10,23512563582796,100,"让其净利润继续告负并有亏损扩大之势。对此,云从科技表示,主要受宏观经济增速放缓以及市场竞争格局加剧等多重因素影响,公司在手订单项目建设进度不及预期,且新订单业务开展出现不同程度的延期,从而导致2022",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
750,11,23512563582796,100,"年收入确认金额不及预期。云从科技这样的解释,未免过于牵强,也并不能让投资者满意。5月底,云从科技也迎来了150亿的解禁大期。据了解,占据云从科技股本总数61.37%的股份,在5月29日这天全部解除限售",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
751,12,23512563582796,100,"。而云从科技此次解禁中最大的两个股东分别为持有其6.63%股份的第二大股东、天使轮投资人佳都科技(600728),以及持有其约6.4%股份的第三大股东云逸众谋。随着大量的vc和pe的退出,云从科技的股","[{'mention': '云逸众谋', 'offset': '1275,1279'}, {'mention': '云从科技', 'offset': '1294,1298'}]","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]"
752,13,23512563582796,100,"价也在解禁首日跌停。值得一提的是,因为彼时的股价较其发行价仍浮盈七成,因此出逃的股东依然可以盈利。因此,虽然投资者纷纷抛售云从科技的股价不是止损,却是规避其股价继续下滑的投资风险,对云从科技的信心不足","[{'mention': '云从科技', 'offset': '1391,1395'}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]"
753,14,23512563582796,100,"也一目了然。再募36亿冲击大模型,净利润恐难转正据了解,云从科技的上市招股书计划募资37.5亿元,但当时仅募资16.27亿元。据称,该部分资金将用于投放到人机协同操作系统、人工智能解决方案综合服务生态",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
754,15,23512563582796,100,"等大型项目上。不过,满半未到,云从科技再发定增计划,预期募集36.35亿元,全部投入到云从行业精灵大模型研发项目。虽然此举短期内提振了其投资者的信心,但是其研发投入与实际商业产出并不成正比,也很快让一",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
755,16,23512563582796,100,"些投资者偃旗息鼓。例如,2022年云从科技的研发费用5.6亿元,占公司营业收入的106.45%,对比之下,其研发投入同比上年增加4.9%。而同期销售费用减少27.68%,管理费用减少14.8%。只是,",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
756,17,23512563582796,100,"即使云从科技不断加码研发,依然频繁陷入ai技术过于同质化的被质疑之中。而这种同质化,既包括其落地场景,也包括其按照场景提供的解决方案。这也意味着,云从科技的ai技术,或许并没有转化为商业成果,而且与其","[{'mention': '云从科技', 'offset': '1773,1777'}]","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
757,18,23512563582796,100,"他玩家对比,云从科技或许欠缺一些优势。以云从科技布局的安防业务为例,抛开ai四小龙,云从科技就在安防赛道与海康威视狭路相逢。令人瞠目结舌的是,海康威视2022年前三季度的营收,是云从科技的100倍有余","[{'mention': '云从科技', 'offset': '1820,1824'}, {'mention': '云从科技', 'offset': '1842,1846'}, {'mention': '海康威视', 'offset': '1853,1857'}, {'mention': '海康威视', 'offset': '1871,1875'}, {'mention': '云从科技', 'offset': '1889,1893'}]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
758,19,23512563582796,100,"。而海康威视作为安防行业的独角兽企业,估值也远高于云从科技,甚至是其估值的数十倍。因此,当云从科技再次向资本求助,试图加码技术研发之时,投资者依然是一种观望态度,甚至在资本市场用脚投票,让云从科技难以","[{'mention': '云从科技', 'offset': '1925,1929'}, {'mention': '云从科技', 'offset': '1945,1949'}, {'mention': '云从科技', 'offset': '1994,1998'}]","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]"
759,20,23512563582796,100,"真正插上资本的双翼。值得注意的是,在入局的企业越来越多时,ai企业之间的竞争已经不再单纯是技术方面谁高谁低,而是在算法、算力、场景落地、商业化能力等方面的竞争。因此,即使云从科技有资本助力、有大模型的",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
760,21,23512563582796,100,"概念加持,但是倘若其无法讲述更加动听的资本故事,无法用ai技术的商业转化能力为自己的商业价值加分,恐怕其未来的发展依然道阻且艰。事实证明,云从科技蹭热点式地拿大模型说事,资本市场却并不买账。据观察,自",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761,22,23512563582796,100,"5月18日云从科技发布了从容大模型以来,其股价依然跌跌不休,在股票解禁前,其股价就从最高点下跌至32.8元,市值缩水过半。由此可见,大模型前途不明、预期不定,恐怕并非解药。科技成色不足,恐难突出重围据",[],"[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762,23,23512563582796,100,"了解,尽管云从科技几乎赌上了全部身家,与同行其他玩家相比,其投入依然是小巫见大巫。例如,依图科技2017年至2020年上半年的研发投入分别为1.01亿元、2.91亿元和6.57亿元、3.81亿元,占总","[{'mention': '依图科技', 'offset': '2344,2348'}]","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
763,24,23512563582796,100,"营收的比例分别为146.94%、95.77%、91.69%和100.10%。同样,与商汤科技和旷视科技相比,云从科技的研发投入规模,也显得杯水车薪。除了研发投入、营收占比等弱于同行外,代表一家企业科技","[{'mention': '旷视科技', 'offset': '2447,2451'}, {'mention': '云从科技', 'offset': '2454,2458'}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 2, 2, 2, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
764,25,23512563582796,100,"实力的专利数量,也足以印证,云从科技的ai技术含金量成色或许不足。例如,据公开数据显示,截至2021年12月31日,海康威视、商汤科技和思必驰的发明专利数量分别为2243件、2194件和210件,而同","[{'mention': '海康威视', 'offset': '2558,2562'}, {'mention': '商汤科技', 'offset': '2563,2567'}, {'mention': '思必驰', 'offset': '2568,2571'}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 2, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
765,26,23512563582796,100,"期内云从科技的发明专利数量仅为133件。由此可见,云从科技的专利水平同样远低于同行。抛开技术来看应用,云从科技的核心技术竞争力也十分存疑,而其ai产品如何进一步落地应用也将面临大考。例如,据其官网信息","[{'mention': '云从科技', 'offset': '2625,2629'}, {'mention': '云从科技', 'offset': '2651,2655'}]","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
766,27,23512563582796,100,"介绍,云从科技在金融、治理、交通、商业、医疗、教育及新基建等各个领域布局。据了解,云从科技在金融领域及安防领域的ai应用业务,营收占比大半,堪称云从科技的业绩贡献的中流砥柱。不过,如前文所述,在安防赛","[{'mention': '云从科技', 'offset': '2741,2745'}, {'mention': '云从科技', 'offset': '2772,2776'}]","[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
767,28,23512563582796,100,"道有海康威视等巨头企业与云从科技抢饭碗,而云从科技想要虎口夺食,显然也非易事。而在金融领域,则有多名业内人士表示,银行等金融机构的盘子规模有限,天花板肉眼可见,而且,云从科技在银行方面的市场已几乎开拓","[{'mention': '云从科技', 'offset': '2812,2816'}, {'mention': '云从科技', 'offset': '2821,2825'}, {'mention': '云从科技', 'offset': '2883,2887'}]","[0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
768,29,23512563582796,100,"殆尽,未来很难有新的增长点。值得注意的是,任何一家企业,无论是塑造品牌形象,还是打造核心竞争力,都需要有差异化的品牌标签。但是相比旷视科技的优势标签是基于传感器的算法,而商汤科技的优势则是基于人脸识别","[{'mention': '商汤科技', 'offset': '2985,2989'}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
769,30,23512563582796,100,"的ai技术,云从科技却并没有让外界形成这样的品牌认知,相反,云从科技还被海康威视等垂直赛道的品牌,盖住了光芒。因此,在这个巨头云集、千军万马过独木桥的狭窄赛道,云从科技不仅面临竞争对手的挤压,还将面临","[{'mention': '云从科技', 'offset': '3030,3034'}, {'mention': '海康威视', 'offset': '3036,3040'}, {'mention': '云从科技', 'offset': '3080,3084'}]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
770,31,23512563582796,100,"内部技术、管理更新迭代的企业经营压力。如此来看盈利能力不足的云从科技,恐怕短期难以突破重围。而其此前预计的2025年实现正面盈利,恐怕也是空中楼阁。结语作为身着ai四小龙、ai第二股等多个亮眼标签的独",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
771,32,23512563582796,100,"角兽企业,云从科技曾经也是资本的宠儿,是ai行业的期待。然而,在多年的市场博弈中,云从科技已然掉队,昔日头顶的光环已逐渐褪色。而随着其股价不断缩水,云从科技过去的市值虚高、科技含金量不足等质疑也随之而","[{'mention': '云从科技', 'offset': '3241,3245'}, {'mention': '云从科技', 'offset': '3274,3278'}]","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
772,33,23512563582796,84,"来。俗话说:真金不怕火炼。期待在资本市场十分失意的云从科技,会因为其在大模型等新兴ai方向上的决心,而在下一轮ai发展周期中,顺利地扳回一局,为其这真正的行业地位正名。",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
773,0,23512566989547,100,"中信证券:房地产业基本面未到最差时刻政策重启发力仍需时间e公司讯,中信证券研报认为,房地产相关政策存在多元目标,对市场变化具备定力。政策虽然会致力于稳定产业链,但也会留意可能的房价上涨。因此,只有在房","[{'mention': '中信证券', 'offset': '0,4'}, {'mention': '中信证券', 'offset': '33,37'}]","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
774,1,23512566989547,100,"价下降更为明显的情况下,政策才有可能显著加大力度。土地市场也影响了地方对于政策出台的意愿。总体而言,更大力度支持房地产需求的时间点,或在2023年9月之后(即房价连续下降3个月之后)。当然,政策将努力",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
